264562	5
264595	5
264561	5
264687	6
264366	6
264688	6
263150	6
268400	6
268588	6
265493	6
264445	6
264330	6
270028	6
268708	6
265432	6
264689	6
264690	6
264601	6
261947	7
262058	7
262060	7
262065	7
262062	7
262064	7
262061	7
262059	7
262066	7
262057	7
264269	7
263153	7
264872	7
264692	7
268709	7
264518	7
264691	7
263762	7
265433	7
265037	7
264564	7
264866	7
265434	7
264571	7
264636	7
264831	7
263932	7
264247	8
264250	8
268397	8
264272	8
262078	8
262073	8
262076	8
262072	8
262070	8
262077	8
262075	8
262086	8
264479	8
262087	8
262085	8
262082	8
265435	8
262084	8
262081	8
265494	8
261953	9
264835	9
263839	9
264857	9
265294	9
264912	9
262103	9
262105	9
262094	9
262098	9
262100	9
262099	9
262104	9
262093	9
262096	9
262102	9
265436	9
264768	9
264693	9
264662	9
264608	9
264382	9
264346	9
264997	9
265440	9
264611	9
264373	10
265495	10
263886	10
264615	10
264911	10
264874	10
264697	10
264907	10
265496	10
262112	10
262110	10
262108	10
262106	10
262123	10
262121	10
262126	10
262118	10
262116	10
262107	10
262113	10
262111	10
262109	10
263808	10
264914	10
264476	10
262125	10
262117	10
262119	10
262122	10
262115	10
261955	10
264770	10
264588	10
264520	10
261999	10
261954	10
264285	10
264378	10
264885	11
264953	11
265441	11
265134	11
264637	11
264454	11
265438	11
264471	11
262407	11
264848	11
263296	11
262130	12
262135	12
262132	12
262137	12
262136	12
262129	12
262131	12
262134	12
264852	12
264772	12
262408	12
262591	12
266667	13
264702	13
264861	13
264883	13
265135	13
264473	13
263896	13
264641	13
262143	14
262145	14
262138	14
262802	14
262147	14
262141	14
262144	14
262142	14
262139	14
262146	14
262148	14
265296	14
264643	16
264774	17
263155	17
264703	17
264510	17
264905	17
264620	17
264705	18
264706	18
264645	18
266420	20
264707	20
264302	20
264913	20
264648	20
264709	21
265016	21
264710	21
261972	22
267921	22
264304	22
264647	22
265446	23
263906	23
264902	23
264465	24
264650	25
262801	26
264778	27
264484	27
262424	27
264893	27
261980	27
264105	27
264519	27
264306	27
264461	27
263907	27
264871	27
268398	27
263815	27
264652	27
264312	27
264868	28
264314	29
264655	30
264515	30
265015	32
264894	32
264711	32
264656	32
264628	32
264629	33
262813	33
262428	33
264657	33
261984	33
267166	34
262154	34
262153	34
262155	34
262152	34
266499	34
266492	34
266494	34
262159	35
262164	35
262161	35
262169	35
267320	35
262167	35
262168	35
262170	35
266965	35
266658	35
262158	35
262163	35
262160	35
267332	35
267316	35
266584	35
262176	35
262178	35
262174	35
266574	35
262177	35
262175	35
262173	35
266598	35
266872	35
262179	35
262183	35
262181	35
262187	35
262189	35
262186	35
262182	35
262188	35
262190	35
266886	35
266726	35
266316	35
266847	35
266849	35
265992	35
262196	35
262199	35
262194	35
265449	35
262201	35
262197	35
262195	35
266586	35
266504	35
266590	35
266677	35
266148	35
266719	35
266791	35
266160	35
266709	35
266315	35
266881	35
266994	35
266722	35
267186	35
266187	35
262210	35
262208	35
262207	35
262209	35
266609	36
267373	36
267089	36
266733	36
266656	36
266154	36
265947	36
266399	36
267377	36
266743	36
267383	36
266917	36
266895	36
266269	36
266324	36
266735	36
266923	36
266928	36
266935	36
266616	36
266877	36
262217	36
262213	36
262216	36
262218	36
262214	36
262215	36
266932	36
266287	36
265824	36
266513	36
262221	36
262224	36
262219	36
262223	36
262220	36
262222	36
266567	36
266716	36
265696	36
266882	36
266520	37
266331	37
261992	37
266121	37
266566	37
266739	37
267591	37
266997	37
266135	37
266747	37
266577	37
266696	37
266233	37
265360	37
266796	37
262234	37
262238	37
262240	37
266918	37
262236	37
262235	37
262241	37
262239	37
262237	37
266523	37
266971	37
267593	37
262228	37
262226	37
262230	37
262232	37
262227	37
262229	37
262225	37
262233	37
265009	37
265316	37
266165	37
266345	37
266321	37
266238	37
265139	37
266783	37
266937	37
266754	37
266924	37
266407	37
265760	38
262246	38
262250	38
262248	38
262244	38
262247	38
262251	38
262249	38
262245	38
266921	38
266347	38
266247	38
267597	38
267598	38
266126	38
261998	38
266054	38
266926	38
266661	39
266951	39
266531	39
266537	39
262254	39
262256	39
262257	39
262255	39
267694	39
266998	39
266350	39
266089	39
266254	39
262262	39
262266	39
262264	39
266423	39
262261	39
262263	39
262265	39
266800	39
266884	39
266585	39
266663	39
262271	40
262273	40
262275	40
262269	40
262270	40
262272	40
262274	40
262276	40
266091	40
266261	40
265781	40
265782	40
266109	40
266543	40
266373	40
266588	40
265784	40
266354	40
266600	40
266096	40
266097	40
262279	41
262281	41
262282	41
262280	41
267341	41
268069	41
266887	41
266756	41
265958	41
266198	41
266099	41
266607	41
266356	41
266612	41
266100	42
266619	42
266113	42
266669	42
266978	42
267625	42
267715	42
268396	42
266606	42
266909	42
262002	42
266327	42
262284	43
262287	43
262285	43
262283	43
262288	43
262286	43
266115	43
262127	43
267000	43
266203	43
266119	44
266972	44
266118	44
