264630	1
263032	2
264521	2
264505	2
263951	2
264694	2
261775	2
261782	2
261780	2
261783	2
261781	2
261784	2
261785	2
261787	2
261786	2
264327	2
261942	2
264696	2
264803	2
264322	2
264854	2
264467	2
261790	2
261795	2
261793	2
264585	2
261792	2
261794	2
261796	2
261789	2
264541	2
264412	2
264288	2
264441	2
264832	2
264390	2
264398	2
263035	2
262338	2
261802	2
261799	2
261804	2
261803	2
261801	2
261800	2
264446	2
264836	2
263766	2
265491	2
264560	2
264154	2
264352	2
269286	2
267308	2
264631	2
264407	2
263798	2
265050	3
264449	3
266546	3
264295	3
263771	3
269289	3
264698	3
261821	3
261819	3
261814	3
264714	3
261822	3
261820	3
261816	3
264334	3
261823	3
264354	3
261832	3
261830	3
264051	3
261831	3
261829	3
261824	3
263799	3
269290	3
264862	3
264864	3
262316	3
269709	3
264400	3
264321	3
264787	3
261840	3
261844	3
264783	3
261846	3
261842	3
264816	3
261836	3
261838	3
264294	3
264336	3
264348	3
261837	3
261839	3
261841	3
261843	3
261845	3
261835	3
261850	3
261852	3
261855	3
261851	3
261849	3
261854	3
261859	3
261861	3
261863	3
261860	3
264429	3
261862	3
261858	3
264430	3
262585	3
264440	3
263801	3
261973	3
264433	3
269292	3
263803	3
264717	3
269294	3
264830	3
264567	3
265228	3
264508	3
264550	3
264869	3
264443	3
264922	3
264633	3
264522	3
264438	3
264350	3
264418	3
269287	3
264199	3
264462	3
264402	3
264651	3
264339	3
265443	3
264263	3
264552	3
264511	3
264556	4
263953	4
264318	4
263038	4
264949	4
268551	4
261944	4
264577	4
264349	4
264209	4
261887	4
261985	4
261883	4
261885	4
264503	4
269304	4
261884	4
261886	4
261888	4
264842	4
264355	4
269305	4
264809	4
264964	4
264498	4
264417	4
267965	4
264300	4
265031	4
261879	4
264563	4
261870	4
261880	4
261873	4
261875	4
261869	4
261878	4
261877	4
261874	4
261872	4
264720	4
264635	4
264860	5
264708	5
262320	5
264201	5
264509	5
264536	5
264053	5
262055	5
262047	5
262051	5
262049	5
262053	5
262050	5
262048	5
262052	5
262046	5
262054	5
264450	5
264592	5
264587	5
264847	5
264364	5
264432	5
262042	5
262040	5
262044	5
264792	5
262043	5
262045	5
262041	5
264820	5
265036	5
264324	5
263133	5
269311	5
264699	5
264357	5
